Input Message,Self Test,15 Hex ID,Complete,Test Coded,Beacon Type,TAC,Country Code,Country Name,Location Type,Position Source,Course Lat,Course Long,Final Lat,Final Long
FFFE2F,LengthError  Hex length of 6.
Length of Hex Code must be 15, 22 or 30
FFFE2F56EE800018E801B9D700CF00000000,0,ADDD000031D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,120.000,0.000,
FFFED056EE8000096801BE5F0FC600000000,1,ADDD000012D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE8000196801BAE26CC600000000,1,ADDD000032D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE800009E801BF4C2BC600000000,1,ADDD000013D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE800019E801BBF148C600000000,1,ADDD000033D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80000A6801B835D7CF00000000,1,ADDD000014D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,120.000,0.000,
FFFED056EE80001A6801BC88B4CF00000000,1,ADDD000034D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,120.000,0.000,
FFFED056EE80000AE801B926F3C600000000,1,ADDD000015D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80001AE801BD9B90C600000000,1,ADDD000035D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80000B6801BA139FC600000000,1,ADDD000016D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80001B6801BEAEFCC600000000,1,ADDD000036D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80000BE801BB00BBC600000000,1,ADDD000017D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80001BE801BFBDD8C600000000,1,ADDD000037D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80000C6801BD561F0600000000,1,ADDD000018D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED096E3A5C8C27FDFFEB2787583E0FAA8,1,2DC74B9184FFBFF,1,0,ELT,na,366,United States of America (366),Standard Location,0,127.75,255.75,127.767,255.767,
FFFED056EE80001C6801B9EB7C0600000000,1,ADDD000038D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80000CE801BC453B0600000000,1,ADDD000019D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED056EE80001CE801B8F8580600000000,1,ADDD000039D0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFE2FCE015F14B18785039DABCE5A42C14F,0,9C02BE29630F0A0,0,0,Orbitography,na,224,Spain (224),Orbitography Protocol,na,na,na,na,na,
FFFED056EE80000D6801BF70570600000000,1,ADDD00001AD0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED0CE4E800000E801BCA08625720173AE,1,9C9D000001D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED056EE80001D6801BBCD340600000000,1,ADDD00003AD0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,48.000,0.000,
FFFED0CE4E8000016801BF95EA25720173AE,1,9C9D000002D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E800001E801BE86CE25720173AE,1,9C9D000003D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E8000026801B9FF3225720173AE,1,9C9D000004D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED096EBE3F1DFC0FF015637379F3C0010,1,2DD7C7E3BF81FE0,1,0,PLB,na,366,United States of America (366),National Location,1,127.0,255.0,127.017,255.017,
002E2FCE315F14B1878E8344734E5A1EC5B3,0,9C62BE29630F1D0,1,0,Orbitography,na,227,France (227),Orbitography Protocol,na,na,na,na,na,
FFFED0CE4E8000036801BBD97A25720173AE,1,9C9D000006D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E800003E801BACA5E25720173AE,1,9C9D000007D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E8000046801BC9CFAE5720173AE,1,9C9D000008D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E800004E801BD8FDEE5720173AE,1,9C9D000009D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E8000086801BFED13A5720173AE,1,9C9D000010D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E800008E801BEFE37A5720173AE,1,9C9D000011D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E8000096801BDCB5BA5720173AE,1,9C9D000012D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E80000A6801BBA183A5720173AE,1,9C9D000014D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED096E73C40CF7FDFF818E336FFFFFFFF,1,2DCE78819EFFBFF,0,0,PLB,na,366,United States of America (366),Standard Location,1,127.75,255.75,128.283,256.283,
FFFED0CE4E80000B6801B987CBA5720173AE,1,9C9D000016D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E80000BE801B894EFA5720173AE,1,9C9D000017D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E80000CE801BFD16F65720173AE,1,9C9D000019D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
0FFED0CE4E8000106801B90EC125720173AE,1,9C9D000020D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E8000126801BD425125720173AE,1,9C9D000024D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED056EE80001D6801BBCD341E00000000,1,ADDD00003AD0037,0,1,Test,na,366,United States of America (366),Test User Protocol,0,na,na,-112.000,0.000,
FFFED0CE4E800012E801BC517525720173AE,1,9C9D000025D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED056E701173AA24008D4F25000000000,1,ADCE022E7544801,0,0,EPIRB,na,366,United States of America (366),Serial User Protocol (see bits 40 to 42),0,na,na,-0.000,0.000,
AFFE2F4E8FE7D3D586CC8153614000000000,0,9D1FCFA7AB0D990,1,1,Test,na,232,United Kingdom (232),Test User Protocol,0,na,na,0.000,0.000,
FFFED096E63AA8897FDFF8317477FFFFFFFF,1,2DCC755112FFBFF,0,0,EPIRB,na,366,United States of America (366),Standard Location,1,127.75,255.75,128.283,256.283,
FFFE2F6DA3B7173253AA883B255000000000,0,DB476E2E64A7551,0,0,ELT,na,730,Colombia (730),ELT Aviation User Protocol,0,na,na,-0.000,0.000,
FFFED0CE4E80000AE801BAB2A7A5720173AE,1,9C9D000015D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E800009E801BCD87FA5720173AE,1,9C9D000013D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E80000C6801BEC24B65720173AE,1,9C9D000018D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E800010E801B81DE525720173AE,1,9C9D000021D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
FFFED0CE4E8000116801BB288925720173AE,1,9C9D000022D0037,1,1,Test,na,228,France (228),Test User Protocol,1,na,na,43.600,1.467,
